name,address,latitude,longitude,price,stars,business_type,kitchen_type,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,upscale,casual,trendy,classy,review_count,parking,Sunday_open,Sunday_close,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close
Happy Buddha Cafe,2173 S Green Rd,41.50069017,-81.51835921,1,4.0,other,Chinese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,True,16:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,12:00:00,22:00:00
Little Caesars Pizza,5190 Pearl Rd,41.41900115,-81.72888367,1,2.5,Pizza,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,,,,,,,,,,,,,,
Tacologist Tacos-Tequila-Margaritas,11409 Euclid Ave,41.509297,-81.6053232,2,3.5,Bar,Mexican,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,64,False,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,0:00:00,11:00:00,0:00:00
Number 1 Kitchen,10670 Lorain Ave,41.465858000000004,-81.76129300000001,,2.0,other,Chinese,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,,,,,,,,,,
5th Street Arcades,530 Euclid Ave,41.499097,-81.68919,3,3.5,Arts & Entertainment,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,False,11:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00
McDonald's,3050 Carnegie Ave,41.49962631,-81.66544520000001,1,1.5,Cafe,other,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,True,4:00:00,23:00:00,4:00:00,23:00:00,4:00:00,23:00:00,4:00:00,23:00:00,4:00:00,23:00:00,4:00:00,3:00:00,4:00:00,3:00:00
Parnell's Irish Pub,1415 Euclid Ave,41.50247575,-81.68362594,2,4.0,Bar,other,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,49,False,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,1:00:00
China Bay,6820 Biddulph Rd,41.431217,-81.7332203,1,4.0,other,Chinese,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,False,10:30:00,22:00:00,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,23:00:00,10:30:00,23:00:00
Lucy Ethiopian Restaurant and Bar,2218 Broadview Rd,41.438894,-81.700097,,4.0,Bar,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,38,True,11:00:00,22:00:00,,,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Wingstop,10514 Lorain Ave,41.46500764,-81.7595401,,2.5,Fast Food,American,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,True,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Papa John's Pizza,5707 Mayfield Rd,41.5204076,-81.47417929999999,1,2.0,Pizza,other,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,False,11:00:00,22:30:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,1:00:00,11:00:00,1:00:00
Pizza Hut,14129 Puritas Ave,41.433266499999995,-81.79260670000001,1,1.5,Pizza,Italian,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00
Corner 11 Bowl & Wrap,2391 W 11th St,41.479503,-81.6890007,2,4.5,other,Japanese,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,96,False,11:00:00,21:00:00,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
Nate's Deli & Restaurant,1923 W 25th St,41.4852567,-81.70396159999999,1,4.5,Delis,Mediterranean,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,123,True,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,16:00:00
Georgio's Oven Fresh Pizza,16600 Chagrin Blvd,41.46450521,-81.56447493,,2.0,Pizza,other,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,12:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
The Cleveland Bagel Company,7501 Carnegie Ave,41.5021954,-81.6364003,,4.5,Sandwiches,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,True,6:00:00,13:00:00,6:00:00,13:00:00,6:00:00,13:00:00,6:00:00,13:00:00,6:00:00,13:00:00,6:00:00,13:00:00,6:00:00,13:00:00
Sapporo Sushi,1940 E 6th St,41.500455,-81.6896589,2,4.0,Bar,Japanese,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,56,False,,,17:00:00,20:00:00,17:00:00,20:00:00,17:00:00,20:00:00,17:00:00,20:00:00,17:00:00,20:00:00,13:00:00,21:00:00
Bar Cento,1948 W 25th St,41.484856,-81.70406,2,3.5,Bar,American,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,299,False,11:00:00,0:00:00,16:30:00,0:00:00,16:30:00,0:00:00,16:30:00,0:00:00,16:30:00,2:30:00,16:30:00,2:30:00,11:00:00,2:30:00
Li Wah,"2999 Payne Ave, Ste 102",41.50836681,-81.66937066,2,3.5,other,Chinese,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,337,True,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00
Shula's 2 Steak & Sports,6200 Quarry Ln,41.39352526,-81.65051935,2,3.0,Bar,American,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,91,True,11:00:00,23:00:00,,,11:00:00,17:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Popeyes Louisiana Kitchen,6140 Broadway Ave,41.4636994,-81.647627,1,1.0,Fast Food,American,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,True,10:30:00,22:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00
Larder Delicatessen and Bakery,1455 W 29th St,41.48914302,-81.71035159,2,4.5,Delis,other,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,68,False,10:00:00,14:00:00,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,17:30:00,10:00:00,19:00:00,10:00:00,19:00:00
Pizza Hut,10616 Lorain Ave,41.465371000000005,-81.760242,1,2.0,Pizza,Italian,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00
Xinji Noodle Bar,4211 Lorain Ave,41.479453899999996,-81.71508,2,4.0,Bar,Japanese,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,167,False,,,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00
Flat Iron Café,1114 Center St,41.494297100000004,-81.7018697,2,4.0,Bar,other,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,80,False,11:00:00,20:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,1:00:00,11:00:00,0:00:00
Townhall,1909 W 25th St,41.485492,-81.703914,2,4.0,Bar,American,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,1372,True,9:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,9:00:00,2:00:00
Mulberry's,2316 Mulberry Ave,41.494848499999996,-81.7080677,1,4.0,Pizza,other,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,18,False,12:00:00,2:00:00,17:00:00,2:00:00,17:00:00,2:00:00,17:00:00,2:00:00,17:00:00,2:00:00,17:00:00,2:00:00,12:00:00,2:00:00
Santo's Italian Restaurant,7565 Pearl Rd,41.3592446,-81.81445524,2,3.5,Pizza,Italian,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,91,True,12:00:00,20:00:00,,,11:00:00,13:00:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:30:00,11:00:00,22:30:00
Ledger Bar,2017 9th St,41.499787899999994,-81.68580920000001,1,4.5,Bar,American,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,14,False,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,0:00:00,14:00:00,2:00:00,14:00:00,2:00:00
Now That's Class Lounge,11213 Detroit Ave,41.482563,-81.7656037,1,4.0,Bar,other,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,54,False,15:00:00,2:30:00,17:00:00,2:30:00,17:00:00,2:30:00,17:00:00,2:30:00,17:00:00,2:30:00,17:00:00,2:30:00,17:00:00,2:30:00
McDonald's,14235 Puritas Rd,41.43322143,-81.7934382,1,1.5,Cafe,other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,7:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,0:00:00,6:00:00,0:00:00
Domino's Pizza,"7210 Memphis Ave, Unit B",41.4403749,-81.73498470000001,1,2.5,Pizza,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,10:30:00,0:00:00,10:30:00,0:00:00,10:30:00,0:00:00,10:30:00,0:00:00,10:30:00,0:00:00,10:30:00,1:00:00,10:30:00,1:00:00
Fu Sheng,"4071 Lee Rd, Ste 160",41.448844,-81.56347199999999,2,2.5,other,Chinese,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,,,,,,,,,,,,,,
Republic Food and Drink,1425 Euclid Ave,41.501124100000006,-81.6812302,,3.0,Bar,American,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,False,15:00:00,20:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,23:00:00,16:00:00,23:00:00
China Kitchen II,5607 Turney Rd,41.41056270000001,-81.6008417,1,3.5,other,Chinese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,False,,,,,,,,,,,,,,
Emerald Necklace Inn & Tearoom,18840 Lorain Rd,41.4531914,-81.8280176,,4.5,Event Planning & Services,other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17,False,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00
McG's Pub and Grub,6815 Memphis Ave,41.4397027,-81.7334672,1,3.5,Bar,American,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4,False,10:30:00,2:00:00,10:30:00,2:00:00,10:30:00,2:00:00,10:30:00,2:00:00,10:30:00,2:00:00,10:30:00,2:00:00,10:30:00,2:00:00
Nano Brew,1859 W 25th St,41.4860542,-81.70455759999999,2,3.5,Bar,American,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,303,False,11:00:00,2:30:00,16:30:00,2:30:00,16:30:00,2:30:00,16:30:00,2:30:00,16:30:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Panda Express,3244 Steelyard Dr,41.465517299999995,-81.68752020000001,,2.5,Fast Food,Chinese,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,False,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,22:00:00,10:30:00,22:00:00
Subway Restaurants,1701 E 12th St,41.502902,-81.685283,1,1.0,Sandwiches,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,9:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,9:00:00,22:00:00
Rascal House,1836 Euclid Ave,41.501124700000005,-81.6779443,1,3.0,Pizza,other,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,False,62,False,10:30:00,1:00:00,,,7:00:00,2:30:00,7:00:00,2:30:00,7:00:00,2:30:00,7:00:00,4:00:00,7:00:00,4:00:00
Capo Steaks,10509 St Clair Ave,41.540191899999996,-81.61473640000001,2,4.5,other,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Frank's Falafel House,1823 W 65th St,41.481728100000005,-81.7298584,1,4.0,other,Mediterranean,False,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,61,True,8:00:00,15:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00
Pickwick & Frolic Restaurant and Club,2035 E 4th St,41.4991834,-81.6900959,2,3.5,Bar,American,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,167,True,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,23:00:00,16:00:00,23:00:00
Guthrie's Chicken Fingers,3465 Steelyard Dr,41.4601244,-81.6904074,1,4.0,Fast Food,American,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,80,True,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Crust,3000 St Clair Ave,41.51229257,-81.67197092,1,4.0,Pizza,Italian,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,38,True,,,10:00:00,14:30:00,10:00:00,14:30:00,10:00:00,14:30:00,10:00:00,14:30:00,10:00:00,14:30:00,,
Cafe 17,5755 Granger Rd,41.4157249,-81.6500309,2,5.0,Cafe,other,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,False,,,7:30:00,16:00:00,7:30:00,16:00:00,7:30:00,16:00:00,7:30:00,16:00:00,7:30:00,16:00:00,,
Arcade Pizza,5319 Broadway Ave,41.468894799999994,-81.6527965,1,3.5,Pizza,other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,False,16:00:00,4:00:00,16:00:00,4:00:00,16:00:00,4:00:00,16:00:00,4:00:00,16:00:00,4:00:00,16:00:00,4:00:00,16:00:00,4:00:00
McCarthy's Downtown,1231 Main Ave,41.4956297,-81.7062993,1,3.5,Bar,American,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,26,False,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,2:30:00,11:00:00,2:30:00
Arby's,5993 Mayfield Rd,41.5204789,-81.463775,1,3.5,Sandwiches,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,,,,,,,,,,,,,,
Prosperity Social Club,1109 Starkweather Ave,41.477068,-81.689789,2,4.0,Bar,other,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,229,False,10:30:00,2:00:00,16:00:00,2:00:00,16:00:00,2:00:00,16:00:00,2:00:00,16:00:00,2:30:00,16:00:00,2:30:00,10:30:00,2:30:00
Joe Maxx Coffee,101 W Superior Ave,41.499390000000005,-81.69386,,4.0,Cafe,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,,,,,,,,,,,,,,
Georgio's Oven Fresh Pizza,7001 Harvard Ave,41.4489986,-81.639961,,2.5,Pizza,other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,12:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00
The Market Cafe and Wine Bar,1801 E 9th St,41.5019217,-81.6868785,2,3.5,Bar,American,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,38,True,,,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,,
Burger King,14902 Puritas Ave,41.433957,-81.8003589,1,2.5,Fast Food,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,,,,,,,,,,
Jake's Lounge,127 Public Sq,41.5015268,-81.69423041,2,3.0,Bar,American,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,17,False,,,,,,,,,,,,,,
Danny's Deli,1658 St Clair Ave NE,41.507169299999994,-81.6830073,1,4.5,Sandwiches,other,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,54,False,,,,,6:00:00,14:30:00,6:00:00,14:30:00,6:00:00,14:30:00,6:00:00,14:30:00,,
Music Box Supper Club,1148 Main Ave,41.498306,-81.70643000000001,2,3.5,Bar,American,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,197,True,11:00:00,14:00:00,,,,,17:00:00,22:30:00,17:00:00,22:30:00,17:00:00,23:30:00,17:00:00,23:30:00
Baba Yaga’s Greenhouse Cafe,12210 Larchmere Blvd,41.487673,-81.597094,,4.5,Cafe,other,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,10:00:00,15:00:00,,,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,10:00:00,15:00:00
"Metropolitan at The 9, Autograph Collection",2017  9th St,41.499891999999996,-81.68581999999999,3,3.5,Bar,American,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,110,False,,,,,,,,,,,,,,
New Harvard Inn Family Restaurant,4055 E 71st St,41.448516999999995,-81.63863409999999,1,4.0,other,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,True,,,,,,,,,,,,,,
The Spread Buffet,100 Public Sq,41.4986969,-81.69314940000001,2,2.5,other,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,True,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00
Murano Modern Italian Cuisine,1852 E 6th St,41.5008301,-81.6900882,,4.0,other,Italian,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,28,True,,,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,23:00:00,16:00:00,23:00:00
Distefano's Authentic Italian Foods,5600 Highland Rd,41.5520394,-81.4773509,1,4.5,Pizza,Italian,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,True,9:00:00,13:00:00,9:00:00,18:30:00,9:00:00,18:30:00,9:00:00,18:30:00,9:00:00,18:30:00,9:00:00,18:30:00,9:00:00,17:00:00
Algebra Tea House,2136 Murray Hill Rd,41.5053225,-81.5997172,1,4.0,Cafe,other,False,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,145,False,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00
Mom's Family Restaurant,6512 Clark Ave,41.4697976,-81.7306887,1,4.0,other,American,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,False,,,,,,,,,,,,,,
Burger King,4625 Northfield Rd,41.4322189,-81.5254166,1,2.0,Fast Food,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,,,,,,,,,,,,
Bakersfield,2058 W 25th St,41.48328999,-81.70298204,2,4.5,Bar,Mexican,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,398,False,11:00:00,22:00:00,,,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,0:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Mirabile's,1025 Ivanhoe Rd,41.5516516,-81.57296720000001,2,4.5,other,Italian,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,False,,,,,,,,,,,,,,
Felice,12502 Larchmere Blvd,41.4875934,-81.59601049999999,2,4.0,Bar,American,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,190,False,10:30:00,14:30:00,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,0:00:00,17:00:00,0:00:00
Krispy Kreme,6907 Pearl Rd,41.377345,-81.79119659999999,1,4.0,Cafe,other,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,True,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00
Blue Bar,1260 Euclid Ave,41.500444,-81.683358,2,3.5,other,American,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,18,False,,,,,,,,,,,,,,
Angie's Soul Cafe,3400 St Clair Ave,41.514128899999996,-81.668221,1,3.5,other,Southern,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,49,False,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Restore Cold Pressed,1001 Huron Rd E,41.4997134,-81.6847825,2,4.5,Bar,other,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,140,True,9:00:00,16:00:00,,,7:00:00,18:00:00,7:00:00,18:00:00,7:00:00,18:00:00,7:00:00,18:00:00,9:00:00,17:00:00
Dynomite Burgers,1302 Euclid Ave,41.5005583,-81.68272040000001,2,3.0,Burgers,other,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,41,False,,,,,,,,,,,,,,
B & M Barbeque,18909 S Miles Rd,41.430808,-81.546037,,1.5,other,American,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,,,,,,,,,,,,,,
Backyard Bocce,1059 Old River Rd,41.4997109,-81.7065365,,3.5,Pizza,Italian,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11,True,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Athens Pizzeria,4341 Rocky River Dr,41.43692539999999,-81.8201005,1,4.5,Pizza,Italian,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,50,True,,,,,15:00:00,22:15:00,15:00:00,22:15:00,15:00:00,22:15:00,11:00:00,23:15:00,11:00:00,23:15:00
Ferrara's Imported Foods,5750 Mayfield Rd,41.5195457,-81.4721291,1,4.5,Pizza,other,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,44,True,,,8:00:00,17:30:00,8:00:00,17:30:00,8:00:00,17:30:00,8:00:00,17:30:00,8:00:00,17:30:00,8:00:00,17:00:00
Banter Beer & Wine,7320 Detroit Ave,41.48283385,-81.73539307,2,4.5,Bar,American,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,148,False,12:00:00,20:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,1:00:00,11:00:00,1:00:00
McDonald's,7015 Detroit Ave,41.48278388,-81.73372015,1,2.0,Cafe,other,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,0:00:00,6:00:00,0:00:00
Mr. Hero,2033 Ontario St,41.498525,-81.692258,1,3.5,Sandwiches,other,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,,,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00
China Chef,6328 Pearl Rd,41.3887888,-81.7646407,1,3.0,other,Chinese,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,False,,,,,,,,,,,,,,
Starbucks,"230 W. Huron Rd, K18",41.498278000000006,-81.693849,1,3.5,Cafe,other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,5:00:00,20:00:00,5:00:00,20:00:00,5:00:00,20:00:00,5:00:00,20:00:00,5:00:00,20:00:00,6:00:00,19:00:00,6:00:00,18:00:00
China House,10571 Saint Clair Ave,41.5400845,-81.613517,,3.0,other,Chinese,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,,,,,,,,,,,,,,
Luca Italian Cuisine,2100 Superior Viaduct,41.4943598,-81.7046757,3,4.5,Bar,Italian,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,225,True,17:00:00,21:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,23:00:00,17:00:00,23:00:00
Noble Beast Brewing,1470 Lakeside Ave E,41.507783399999994,-81.68638989,2,4.5,Bar,American,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,223,False,11:00:00,23:00:00,,,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,1:00:00,11:00:00,1:00:00
McDonald's,8210 Euclid Ave,41.50309057,-81.63005595,1,1.0,Cafe,other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,False,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00
Pizza Hut,"18235 Euclid Ave, Ste FF",41.557524900000004,-81.5511583,1,1.0,Pizza,Italian,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00
The Pub,5300 Riverside Dr,41.41101164,-81.83870855,2,3.0,Bar,other,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,142,False,4:00:00,20:00:00,4:00:00,20:00:00,4:00:00,20:00:00,4:00:00,20:00:00,4:00:00,20:00:00,4:00:00,20:00:00,4:00:00,19:00:00
